nodo_id,nombre,distrito,tipo,latitud,longitud,demanda_paquetes,ventana_inicio,ventana_fin,prioridad
629,Cliente Final 629,San Borja,cliente_final,-12.121066,-76.989177,5,8,18,3
630,Cliente Final 630,Barranco,cliente_final,-12.165341,-77.026625,6,9,14,4
631,Cliente Final 631,Breña,cliente_final,-12.076698,-77.050846,5,9,20,1
632,Punto Reparto 632,Rímac,punto_reparto,-12.022801,-77.047299,8,8,16,4
633,Almacén 633,Barranco,almacén,-12.13111,-77.018989,0,9,16,5
634,Cliente Final 634,Lima Cercado,cliente_final,-12.03225,-77.054334,8,8,14,3
635,Punto Reparto 635,Comas,punto_reparto,-11.954876,-77.027096,8,11,16,4
636,Punto Reparto 636,Barranco,punto_reparto,-12.153953,-77.039256,12,11,14,1
637,Punto Reparto 637,Surco,punto_reparto,-12.128167,-76.974883,15,10,18,2
638,Cliente Final 638,Villa El Salvador,cliente_final,-12.212569,-76.928896,3,9,14,5
639,Punto Reparto 639,San Miguel,punto_reparto,-12.072248,-77.092124,5,9,20,3
640,Hub Distribución 640,San Martín Porres,hub_distribución,-12.010219,-77.094839,57,9,20,5
641,Punto Reparto 641,Lima Cercado,punto_reparto,-12.052525,-77.01639,19,9,14,1
642,Hub Distribución 642,La Molina,hub_distribución,-12.07909,-76.945551,45,11,18,4
643,Punto Reparto 643,El Agustino,punto_reparto,-12.061757,-77.006001,30,9,16,3
644,Cliente Final 644,Breña,cliente_final,-12.058867,-77.048426,2,9,18,1
645,Cliente Final 645,Carabayllo,cliente_final,-11.864751,-77.041509,5,9,16,4
646,Punto Reparto 646,Santa Anita,punto_reparto,-12.046987,-76.983047,25,8,16,4
647,Cliente Final 647,Villa El Salvador,cliente_final,-12.218288,-76.925755,2,9,20,5
648,Punto Reparto 648,Barranco,punto_reparto,-12.130869,-77.020837,21,8,18,3
649,Punto Reparto 649,La Molina,punto_reparto,-12.101127,-76.95319,17,11,18,5
650,Hub Distribución 650,Lima Cercado,hub_distribución,-12.06587,-77.045069,52,11,14,1
651,Cliente Final 651,San Miguel,cliente_final,-12.065117,-77.061783,2,8,18,2
652,Hub Distribución 652,San Isidro,hub_distribución,-12.090372,-77.040738,37,11,18,5
653,Punto Reparto 653,Los Olivos,punto_reparto,-11.975717,-77.089083,18,11,20,1
654,Punto Reparto 654,Breña,punto_reparto,-12.04491,-77.059408,22,9,18,1
655,Punto Reparto 655,Santa Anita,punto_reparto,-12.042512,-76.977676,7,9,16,5
656,Almacén 656,El Agustino,almacén,-12.048274,-77.03369,0,11,14,3
657,Punto Reparto 657,Rímac,punto_reparto,-12.012015,-77.043046,18,9,14,2
658,Punto Reparto 658,Barranco,punto_reparto,-12.155364,-76.999666,18,8,20,5
659,Cliente Final 659,Pueblo Libre,cliente_final,-12.078217,-77.043063,1,10,16,1
660,Punto Reparto 660,Miraflores,punto_reparto,-12.134795,-77.013068,27,9,14,2
661,Punto Reparto 661,Lince,punto_reparto,-12.085852,-77.055026,16,10,16,3
662,Punto Reparto 662,La Molina,punto_reparto,-12.072103,-76.944777,28,10,14,1
663,Punto Reparto 663,El Agustino,punto_reparto,-12.028525,-76.996724,30,11,18,5
664,Cliente Final 664,Barranco,cliente_final,-12.139789,-77.039932,5,8,20,4
665,Punto Reparto 665,Jesús María,punto_reparto,-12.065452,-77.020469,16,8,20,5
666,Punto Reparto 666,San Borja,punto_reparto,-12.130547,-77.011391,16,9,18,1
667,Punto Reparto 667,Puente Piedra,punto_reparto,-11.882651,-77.059687,23,8,16,5
668,Punto Reparto 668,Miraflores,punto_reparto,-12.130503,-77.01523,6,8,16,1
669,Punto Reparto 669,Lince,punto_reparto,-12.071164,-77.058432,16,11,16,2
670,Cliente Final 670,Callao,cliente_final,-12.079319,-77.139867,1,11,16,3
671,Punto Reparto 671,Villa María,punto_reparto,-12.181438,-76.939479,18,10,18,1
672,Almacén 672,San Miguel,almacén,-12.084533,-77.066708,0,10,14,5
673,Punto Reparto 673,Lima Cercado,punto_reparto,-12.037111,-77.00793,6,9,16,5
674,Punto Reparto 674,San Isidro,punto_reparto,-12.075659,-77.059187,17,8,20,3
675,Cliente Final 675,Los Olivos,cliente_final,-12.001992,-77.058459,5,10,14,5
676,Punto Reparto 676,Pachacámac,punto_reparto,-12.244173,-76.864291,5,10,16,3
677,Cliente Final 677,San Miguel,cliente_final,-12.073633,-77.088503,5,9,20,3
678,Punto Reparto 678,San Miguel,punto_reparto,-12.071474,-77.094225,20,9,16,2
679,Punto Reparto 679,Miraflores,punto_reparto,-12.136538,-77.041934,18,8,16,5
680,Punto Reparto 680,San Juan Lurig.,punto_reparto,-12.142469,-76.976939,25,8,18,1
681,Cliente Final 681,Los Olivos,cliente_final,-12.009262,-77.051993,7,10,14,2
682,Punto Reparto 682,Jesús María,punto_reparto,-12.094917,-77.032908,12,11,20,1
683,Punto Reparto 683,La Molina,punto_reparto,-12.104414,-76.946685,27,10,14,1
684,Cliente Final 684,Callao,cliente_final,-12.072711,-77.095715,4,11,18,4
685,Punto Reparto 685,San Martín Porres,punto_reparto,-12.011549,-77.071885,7,8,16,4
686,Punto Reparto 686,Barranco,punto_reparto,-12.137751,-77.019428,23,8,20,2
687,Punto Reparto 687,Villa María,punto_reparto,-12.162775,-76.92578,14,10,18,4
688,Punto Reparto 688,Rímac,punto_reparto,-12.051002,-77.017386,28,10,18,4
689,Punto Reparto 689,Ate,punto_reparto,-12.042069,-76.926765,12,8,16,2
690,Punto Reparto 690,Los Olivos,punto_reparto,-11.977162,-77.069031,29,8,16,1
691,Cliente Final 691,San Borja,cliente_final,-12.089508,-76.981521,8,11,18,4
692,Cliente Final 692,Surco,cliente_final,-12.16006,-77.002138,9,10,16,4
693,Punto Reparto 693,Santa Anita,punto_reparto,-12.033299,-76.985542,19,10,14,1
694,Punto Reparto 694,San Borja,punto_reparto,-12.110203,-76.980039,30,10,14,2
695,Cliente Final 695,Comas,cliente_final,-11.940109,-77.069726,6,9,14,2
696,Cliente Final 696,San Juan Lurig.,cliente_final,-12.143895,-76.985979,7,8,18,3
697,Punto Reparto 697,Comas,punto_reparto,-11.916776,-77.064812,10,8,20,4
698,Punto Reparto 698,Magdalena,punto_reparto,-12.099843,-77.053657,28,9,14,4
699,Punto Reparto 699,Surco,punto_reparto,-12.140271,-76.984804,30,9,14,1
700,Punto Reparto 700,San Isidro,punto_reparto,-12.076745,-77.035149,29,9,16,2
701,Punto Reparto 701,Comas,punto_reparto,-11.930205,-77.035337,17,10,14,5
702,Punto Reparto 702,San Miguel,punto_reparto,-12.059041,-77.066393,13,8,14,1
703,Punto Reparto 703,Chorrillos,punto_reparto,-12.145824,-77.040464,25,11,16,1
704,Cliente Final 704,Puente Piedra,cliente_final,-11.885789,-77.060301,6,8,14,4
705,Hub Distribución 705,San Isidro,hub_distribución,-12.114895,-77.039784,51,11,20,4
706,Cliente Final 706,Miraflores,cliente_final,-12.139927,-77.009079,7,11,16,3
707,Punto Reparto 707,Chorrillos,punto_reparto,-12.16974,-76.999144,10,10,18,4
708,Hub Distribución 708,Puente Piedra,hub_distribución,-11.845794,-77.071604,49,8,16,3
709,Punto Reparto 709,Lince,punto_reparto,-12.101702,-77.017604,18,11,14,1
710,Punto Reparto 710,Ate,punto_reparto,-12.046888,-76.93437,17,9,20,2
711,Cliente Final 711,Breña,cliente_final,-12.06053,-77.042632,9,9,14,4
712,Punto Reparto 712,Independencia,punto_reparto,-12.01103,-77.048425,27,10,20,5
713,Punto Reparto 713,Independencia,punto_reparto,-11.972091,-77.044047,20,10,18,4
714,Punto Reparto 714,Ate,punto_reparto,-12.019488,-76.919282,10,8,18,5
715,Punto Reparto 715,Villa María,punto_reparto,-12.147318,-76.943137,5,10,14,4
716,Punto Reparto 716,Jesús María,punto_reparto,-12.073589,-77.026888,16,9,16,1
717,Cliente Final 717,Villa María,cliente_final,-12.179712,-76.930499,4,10,14,2
718,Punto Reparto 718,San Miguel,punto_reparto,-12.096868,-77.099706,30,11,18,2
719,Cliente Final 719,San Borja,cliente_final,-12.116003,-77.002982,4,10,18,5
720,Punto Reparto 720,Miraflores,punto_reparto,-12.111543,-77.022154,27,10,16,5
721,Cliente Final 721,Chorrillos,cliente_final,-12.152928,-77.023936,8,10,16,4
722,Cliente Final 722,San Isidro,cliente_final,-12.090793,-77.055487,2,8,16,5
723,Punto Reparto 723,Villa María,punto_reparto,-12.172145,-76.931784,5,11,14,3
724,Punto Reparto 724,Callao,punto_reparto,-12.072256,-77.100213,24,9,16,3
725,Hub Distribución 725,Rímac,hub_distribución,-12.011748,-77.042736,52,10,14,1
726,Punto Reparto 726,La Molina,punto_reparto,-12.073792,-76.943967,23,9,14,5
727,Punto Reparto 727,Carabayllo,punto_reparto,-11.894368,-77.053341,16,8,18,4
728,Cliente Final 728,San Miguel,cliente_final,-12.069242,-77.064785,2,10,18,3
729,Cliente Final 729,La Molina,cliente_final,-12.070197,-76.930178,3,11,20,3
730,Cliente Final 730,San Borja,cliente_final,-12.120386,-76.98014,9,10,16,5
731,Punto Reparto 731,Comas,punto_reparto,-11.936978,-77.069451,10,11,18,3
732,Punto Reparto 732,La Molina,punto_reparto,-12.085482,-76.926372,10,8,20,5
733,Punto Reparto 733,San Isidro,punto_reparto,-12.10348,-77.01296,10,10,16,5
734,Cliente Final 734,Surco,cliente_final,-12.150873,-77.022599,8,9,18,1
735,Cliente Final 735,Villa María,cliente_final,-12.142496,-76.952098,6,10,16,1
736,Cliente Final 736,Comas,cliente_final,-11.950389,-77.029461,6,11,14,3
737,Cliente Final 737,Chorrillos,cliente_final,-12.154755,-77.0466,4,8,18,3
738,Cliente Final 738,Independencia,cliente_final,-11.978666,-77.069762,2,8,14,4
739,Punto Reparto 739,Pachacámac,punto_reparto,-12.242924,-76.853362,28,11,16,4
740,Punto Reparto 740,Lince,punto_reparto,-12.074816,-77.034665,17,10,20,1
741,Punto Reparto 741,Comas,punto_reparto,-11.952905,-77.07438,20,9,16,4
742,Punto Reparto 742,Barranco,punto_reparto,-12.155237,-77.016782,30,8,18,1
743,Punto Reparto 743,El Agustino,punto_reparto,-12.050004,-76.99784,13,8,14,3
744,Cliente Final 744,San Borja,cliente_final,-12.088255,-76.982887,7,9,14,5
745,Punto Reparto 745,Puente Piedra,punto_reparto,-11.865339,-77.060385,7,10,20,1
746,Cliente Final 746,Lurín,cliente_final,-12.299052,-76.883024,3,11,16,1
747,Cliente Final 747,Surco,cliente_final,-12.170266,-76.99556,6,9,16,4
748,Punto Reparto 748,Rímac,punto_reparto,-12.010815,-77.030628,22,10,18,3
749,Punto Reparto 749,Villa María,punto_reparto,-12.146831,-76.936151,8,8,20,5
750,Cliente Final 750,Magdalena,cliente_final,-12.109507,-77.047819,8,9,14,3
751,Punto Reparto 751,Miraflores,punto_reparto,-12.102636,-77.009251,18,8,18,5
752,Punto Reparto 752,Lince,punto_reparto,-12.084128,-77.040179,11,8,14,2
753,Hub Distribución 753,San Borja,hub_distribución,-12.11167,-76.986806,67,8,20,1
754,Hub Distribución 754,Santa Anita,hub_distribución,-12.027274,-76.964731,80,11,20,3
755,Cliente Final 755,Barranco,cliente_final,-12.138735,-77.017115,9,11,16,3
756,Punto Reparto 756,Puente Piedra,punto_reparto,-11.883128,-77.079382,17,10,16,4
757,Cliente Final 757,San Isidro,cliente_final,-12.103274,-77.037417,5,11,20,3
758,Cliente Final 758,Villa María,cliente_final,-12.140873,-76.936067,5,8,16,1
759,Punto Reparto 759,Barranco,punto_reparto,-12.144987,-77.014995,26,10,20,5
760,Punto Reparto 760,Villa María,punto_reparto,-12.17568,-76.948007,22,8,20,5
761,Punto Reparto 761,Lurín,punto_reparto,-12.300718,-76.887999,22,11,16,4
762,Punto Reparto 762,Santa Anita,punto_reparto,-12.023323,-76.970333,7,11,14,5
763,Punto Reparto 763,San Miguel,punto_reparto,-12.092095,-77.081161,21,9,14,4
764,Almacén 764,San Borja,almacén,-12.12305,-76.999671,0,9,16,2
765,Punto Reparto 765,La Molina,punto_reparto,-12.108117,-76.958647,6,11,14,4
766,Cliente Final 766,Chorrillos,cliente_final,-12.189599,-77.030557,3,10,18,1
767,Punto Reparto 767,Barranco,punto_reparto,-12.141698,-77.021067,17,11,18,3
768,Punto Reparto 768,Jesús María,punto_reparto,-12.051712,-77.048449,19,8,20,1
769,Punto Reparto 769,Lurín,punto_reparto,-12.272147,-76.889308,9,9,14,1
770,Punto Reparto 770,San Miguel,punto_reparto,-12.076529,-77.067989,29,8,18,5
771,Punto Reparto 771,Puente Piedra,punto_reparto,-11.859887,-77.055359,16,11,18,4
772,Punto Reparto 772,Breña,punto_reparto,-12.073163,-77.058871,20,11,14,2
773,Cliente Final 773,Ate,cliente_final,-12.034449,-76.889619,7,9,20,1
774,Cliente Final 774,Villa El Salvador,cliente_final,-12.204605,-76.949531,6,9,14,4
775,Almacén 775,Callao,almacén,-12.033247,-77.10194,0,10,18,1
776,Punto Reparto 776,El Agustino,punto_reparto,-12.03318,-77.032443,30,10,18,3
777,Cliente Final 777,Comas,cliente_final,-11.962024,-77.04481,8,8,16,2
778,Punto Reparto 778,Santa Anita,punto_reparto,-12.066176,-76.967708,28,11,18,3
779,Punto Reparto 779,San Martín Porres,punto_reparto,-12.026547,-77.088949,18,8,16,4
780,Punto Reparto 780,Chorrillos,punto_reparto,-12.157441,-77.04395,18,11,18,1
781,Cliente Final 781,Jesús María,cliente_final,-12.080561,-77.021214,3,8,18,5
782,Hub Distribución 782,Villa El Salvador,hub_distribución,-12.201067,-76.946904,47,8,16,2
783,Cliente Final 783,Puente Piedra,cliente_final,-11.894493,-77.073195,4,8,16,1
784,Cliente Final 784,Pachacámac,cliente_final,-12.226371,-76.853315,1,10,16,3
785,Punto Reparto 785,San Juan Lurig.,punto_reparto,-12.178972,-76.959877,19,11,14,1
786,Almacén 786,Villa María,almacén,-12.161702,-76.958993,0,10,20,5
787,Punto Reparto 787,Pachacámac,punto_reparto,-12.235898,-76.882248,10,11,18,3
788,Punto Reparto 788,San Borja,punto_reparto,-12.10454,-77.023313,13,8,18,1
789,Cliente Final 789,Villa El Salvador,cliente_final,-12.207068,-76.947842,1,9,16,2
790,Cliente Final 790,Breña,cliente_final,-12.054285,-77.03632,4,9,18,4
791,Punto Reparto 791,Jesús María,punto_reparto,-12.076803,-77.034652,5,8,20,2
792,Punto Reparto 792,Breña,punto_reparto,-12.071584,-77.039151,10,8,16,3
793,Cliente Final 793,Pueblo Libre,cliente_final,-12.059781,-77.045579,5,10,20,4
794,Punto Reparto 794,Carabayllo,punto_reparto,-11.859168,-77.033451,16,11,18,2
795,Hub Distribución 795,Pachacámac,hub_distribución,-12.22789,-76.878441,68,11,14,1
796,Punto Reparto 796,Jesús María,punto_reparto,-12.063021,-77.03388,26,10,18,3
797,Punto Reparto 797,Lima Cercado,punto_reparto,-12.061957,-77.034574,8,11,14,3
798,Punto Reparto 798,Ate,punto_reparto,-12.010495,-76.917706,25,10,18,3
799,Hub Distribución 799,Breña,hub_distribución,-12.085628,-77.046309,68,9,16,5
800,Punto Reparto 800,Los Olivos,punto_reparto,-11.99797,-77.091414,12,8,20,3
801,Hub Distribución 801,Lima Cercado,hub_distribución,-12.054739,-77.022244,47,8,20,3
802,Cliente Final 802,Ate,cliente_final,-12.03677,-76.924105,7,11,20,1
803,Punto Reparto 803,San Miguel,punto_reparto,-12.0792,-77.077286,27,9,18,2
804,Punto Reparto 804,Lima Cercado,punto_reparto,-12.046021,-77.054723,22,11,18,5
805,Punto Reparto 805,Santa Anita,punto_reparto,-12.023699,-76.96769,10,9,18,1
806,Punto Reparto 806,Lince,punto_reparto,-12.108452,-77.042301,9,10,16,3
807,Punto Reparto 807,Breña,punto_reparto,-12.085732,-77.040789,7,9,18,2
808,Punto Reparto 808,San Martín Porres,punto_reparto,-12.030538,-77.049996,14,11,18,3
809,Cliente Final 809,Ate,cliente_final,-12.007204,-76.919302,10,10,20,1
810,Cliente Final 810,Lince,cliente_final,-12.079853,-77.020365,1,8,20,2
811,Punto Reparto 811,Jesús María,punto_reparto,-12.08388,-77.020243,8,11,18,4
812,Punto Reparto 812,San Isidro,punto_reparto,-12.103224,-77.044781,9,9,16,3
813,Punto Reparto 813,Lurín,punto_reparto,-12.295293,-76.867314,23,11,16,3
814,Punto Reparto 814,Carabayllo,punto_reparto,-11.866905,-77.013318,27,9,14,4
815,Punto Reparto 815,El Agustino,punto_reparto,-12.049883,-77.022033,25,9,18,1
816,Punto Reparto 816,Miraflores,punto_reparto,-12.141218,-77.036078,19,10,16,2
817,Punto Reparto 817,San Miguel,punto_reparto,-12.053579,-77.083815,29,9,20,1
818,Punto Reparto 818,La Molina,punto_reparto,-12.079477,-76.96264,24,11,20,4
819,Punto Reparto 819,Lurín,punto_reparto,-12.271688,-76.870555,20,11,14,1
820,Hub Distribución 820,Magdalena,hub_distribución,-12.064508,-77.049284,55,10,14,3
821,Punto Reparto 821,Los Olivos,punto_reparto,-11.986531,-77.063967,21,9,14,1
822,Punto Reparto 822,Breña,punto_reparto,-12.067143,-77.076627,28,9,16,3
823,Cliente Final 823,Santa Anita,cliente_final,-12.044749,-76.975513,3,8,20,5
824,Punto Reparto 824,San Miguel,punto_reparto,-12.056427,-77.075593,14,9,14,1
825,Cliente Final 825,Santa Anita,cliente_final,-12.028402,-76.980367,5,11,18,4
826,Punto Reparto 826,Puente Piedra,punto_reparto,-11.888759,-77.065289,26,9,18,4
827,Punto Reparto 827,San Juan Lurig.,punto_reparto,-12.141145,-76.957798,29,9,16,4
828,Punto Reparto 828,Miraflores,punto_reparto,-12.120966,-77.004151,12,9,16,2
829,Punto Reparto 829,San Martín Porres,punto_reparto,-12.001823,-77.065563,5,9,14,3
830,Cliente Final 830,Rímac,cliente_final,-12.039311,-77.046539,1,11,18,5
831,Punto Reparto 831,Pueblo Libre,punto_reparto,-12.080373,-77.061136,6,8,14,1
832,Cliente Final 832,San Isidro,cliente_final,-12.093636,-77.018521,2,11,20,4
833,Cliente Final 833,Surco,cliente_final,-12.151621,-76.983324,9,10,20,2
834,Punto Reparto 834,Chorrillos,punto_reparto,-12.166324,-76.999698,27,8,18,4
835,Punto Reparto 835,Lima Cercado,punto_reparto,-12.064837,-77.013402,8,10,16,4
836,Punto Reparto 836,Comas,punto_reparto,-11.922652,-77.030345,8,8,18,1
837,Punto Reparto 837,Independencia,punto_reparto,-11.970827,-77.062584,8,11,16,5
838,Almacén 838,Chorrillos,almacén,-12.16367,-77.001181,0,10,16,3
839,Cliente Final 839,Rímac,cliente_final,-12.029758,-77.022314,7,10,16,1
840,Punto Reparto 840,Magdalena,punto_reparto,-12.079573,-77.086578,20,9,20,3
841,Punto Reparto 841,Villa María,punto_reparto,-12.170464,-76.925878,5,8,14,1
842,Almacén 842,Comas,almacén,-11.954465,-77.027128,0,11,16,1
843,Cliente Final 843,Los Olivos,cliente_final,-11.965109,-77.061159,9,8,14,3
844,Cliente Final 844,Breña,cliente_final,-12.072169,-77.077884,4,11,18,3
845,Punto Reparto 845,Pachacámac,punto_reparto,-12.215293,-76.859976,6,8,16,1
846,Cliente Final 846,Carabayllo,cliente_final,-11.867329,-77.016554,5,10,18,4
847,Hub Distribución 847,San Martín Porres,hub_distribución,-12.006694,-77.052704,44,8,14,1
848,Punto Reparto 848,Carabayllo,punto_reparto,-11.90057,-77.030619,9,9,18,3
849,Punto Reparto 849,Puente Piedra,punto_reparto,-11.874623,-77.084645,19,10,14,3
850,Cliente Final 850,Comas,cliente_final,-11.947559,-77.06945,6,9,14,4
851,Cliente Final 851,Villa El Salvador,cliente_final,-12.187616,-76.961384,8,10,20,4
852,Punto Reparto 852,Independencia,punto_reparto,-11.988871,-77.070022,18,9,14,2
853,Cliente Final 853,Rímac,cliente_final,-12.028569,-77.016974,1,9,14,4
854,Punto Reparto 854,Callao,punto_reparto,-12.078489,-77.139355,23,11,20,2
855,Punto Reparto 855,Pueblo Libre,punto_reparto,-12.084935,-77.075081,17,10,14,2
856,Punto Reparto 856,Lince,punto_reparto,-12.069826,-77.015239,20,8,20,4
857,Punto Reparto 857,San Isidro,punto_reparto,-12.077194,-77.045725,7,10,18,1
858,Cliente Final 858,Rímac,cliente_final,-12.042299,-77.024676,9,9,18,5
859,Hub Distribución 859,Jesús María,hub_distribución,-12.068125,-77.050409,42,11,16,4
860,Punto Reparto 860,San Juan Lurig.,punto_reparto,-12.178854,-76.960567,26,11,16,5
861,Hub Distribución 861,Puente Piedra,hub_distribución,-11.872533,-77.075707,36,8,16,5
862,Punto Reparto 862,Carabayllo,punto_reparto,-11.901411,-77.020869,20,11,16,1
863,Cliente Final 863,Los Olivos,cliente_final,-11.979302,-77.053873,8,10,16,3
864,Punto Reparto 864,Ate,punto_reparto,-12.027375,-76.908992,6,9,20,4
865,Punto Reparto 865,Comas,punto_reparto,-11.926233,-77.06143,12,8,20,4
866,Hub Distribución 866,Independencia,hub_distribución,-12.000786,-77.078309,87,8,20,4
867,Punto Reparto 867,El Agustino,punto_reparto,-12.062283,-76.997568,8,11,14,1
868,Punto Reparto 868,Villa El Salvador,punto_reparto,-12.234993,-76.939444,18,8,14,1
869,Punto Reparto 869,Independencia,punto_reparto,-12.001192,-77.049651,24,10,16,4
870,Punto Reparto 870,El Agustino,punto_reparto,-12.023033,-77.034809,16,8,16,4
871,Punto Reparto 871,El Agustino,punto_reparto,-12.027955,-77.019186,22,11,18,4
872,Cliente Final 872,Surco,cliente_final,-12.153988,-77.01118,2,9,14,3
873,Cliente Final 873,San Juan Lurig.,cliente_final,-12.169333,-76.965553,5,10,14,1
874,Punto Reparto 874,Puente Piedra,punto_reparto,-11.873309,-77.059503,10,11,16,4
875,Cliente Final 875,Surco,cliente_final,-12.123796,-77.020236,5,9,16,1
876,Hub Distribución 876,Callao,hub_distribución,-12.056309,-77.123618,80,9,20,2
877,Punto Reparto 877,Rímac,punto_reparto,-12.018407,-77.056482,15,8,20,1
878,Cliente Final 878,Callao,cliente_final,-12.045348,-77.109681,10,8,20,4
879,Cliente Final 879,Lima Cercado,cliente_final,-12.032248,-77.008561,10,9,20,1
880,Cliente Final 880,Jesús María,cliente_final,-12.083397,-77.063032,1,11,20,5
881,Punto Reparto 881,Los Olivos,punto_reparto,-11.982793,-77.092591,10,9,16,1
882,Punto Reparto 882,Villa El Salvador,punto_reparto,-12.18716,-76.93998,26,10,20,4
883,Punto Reparto 883,Pueblo Libre,punto_reparto,-12.076815,-77.076256,27,9,18,4
884,Cliente Final 884,El Agustino,cliente_final,-12.046509,-77.032382,5,11,16,2
885,Cliente Final 885,Lurín,cliente_final,-12.282175,-76.853891,10,10,18,5
886,Punto Reparto 886,Breña,punto_reparto,-12.0763,-77.045732,11,9,16,5
887,Cliente Final 887,Rímac,cliente_final,-12.009592,-77.045913,5,10,16,2
888,Punto Reparto 888,Jesús María,punto_reparto,-12.067912,-77.053535,22,10,14,3
889,Punto Reparto 889,Magdalena,punto_reparto,-12.081618,-77.05637,20,11,18,4
890,Cliente Final 890,Independencia,cliente_final,-11.982758,-77.065243,1,8,14,4
891,Punto Reparto 891,La Molina,punto_reparto,-12.098539,-76.925089,6,8,16,3
892,Punto Reparto 892,Los Olivos,punto_reparto,-11.996611,-77.092095,30,9,18,3
893,Cliente Final 893,La Molina,cliente_final,-12.082707,-76.95622,1,10,16,5
894,Punto Reparto 894,San Isidro,punto_reparto,-12.121765,-77.042845,16,11,14,5
895,Punto Reparto 895,Carabayllo,punto_reparto,-11.904034,-77.048782,26,9,20,2
896,Punto Reparto 896,Jesús María,punto_reparto,-12.073657,-77.048086,30,10,14,4
897,Punto Reparto 897,Villa El Salvador,punto_reparto,-12.205243,-76.964504,18,10,14,1
898,Cliente Final 898,San Martín Porres,cliente_final,-11.996825,-77.069048,5,9,20,2
899,Cliente Final 899,Callao,cliente_final,-12.065407,-77.1043,6,9,16,3
900,Punto Reparto 900,Pachacámac,punto_reparto,-12.230935,-76.848199,10,8,16,2
901,Cliente Final 901,San Martín Porres,cliente_final,-12.044153,-77.056492,9,8,20,1
902,Almacén 902,Lurín,almacén,-12.29699,-76.881721,0,10,18,2
903,Punto Reparto 903,San Borja,punto_reparto,-12.118735,-76.986843,23,10,14,3
904,Almacén 904,Pachacámac,almacén,-12.239595,-76.878413,0,9,14,2
905,Cliente Final 905,Callao,cliente_final,-12.06601,-77.110677,6,8,18,4
906,Cliente Final 906,Independencia,cliente_final,-11.972647,-77.08382,10,10,14,3
907,Punto Reparto 907,Jesús María,punto_reparto,-12.05914,-77.029281,12,9,14,5
908,Punto Reparto 908,San Borja,punto_reparto,-12.1135,-77.010354,18,11,14,3
909,Punto Reparto 909,Villa María,punto_reparto,-12.176988,-76.95377,11,10,18,3
910,Punto Reparto 910,Santa Anita,punto_reparto,-12.034528,-76.96321,11,11,14,1
911,Cliente Final 911,Lima Cercado,cliente_final,-12.022411,-77.008964,6,11,16,5
912,Cliente Final 912,Callao,cliente_final,-12.031434,-77.115776,10,9,14,3
913,Punto Reparto 913,Villa El Salvador,punto_reparto,-12.23122,-76.946716,30,8,20,3
914,Hub Distribución 914,Magdalena,hub_distribución,-12.104408,-77.08626,66,8,18,5
915,Punto Reparto 915,Independencia,punto_reparto,-11.975934,-77.056085,21,11,20,1
916,Punto Reparto 916,Santa Anita,punto_reparto,-12.031344,-76.955102,25,9,18,5
917,Punto Reparto 917,Barranco,punto_reparto,-12.136593,-77.033705,8,9,14,1
918,Punto Reparto 918,Chorrillos,punto_reparto,-12.149126,-77.032975,26,9,20,1
919,Punto Reparto 919,Chorrillos,punto_reparto,-12.150493,-77.012114,22,11,14,2
920,Hub Distribución 920,Miraflores,hub_distribución,-12.136735,-77.052808,88,10,14,1
921,Cliente Final 921,Barranco,cliente_final,-12.147916,-77.039986,1,9,18,5
922,Punto Reparto 922,Barranco,punto_reparto,-12.143817,-77.034605,23,9,18,4
923,Punto Reparto 923,Villa El Salvador,punto_reparto,-12.201019,-76.961188,19,11,20,3
924,Punto Reparto 924,Miraflores,punto_reparto,-12.103752,-77.030217,17,8,14,5
925,Punto Reparto 925,Barranco,punto_reparto,-12.148659,-77.044505,29,8,14,3
926,Punto Reparto 926,Callao,punto_reparto,-12.058723,-77.132541,21,8,18,3
927,Cliente Final 927,Pueblo Libre,cliente_final,-12.057518,-77.03764,2,10,20,4
928,Cliente Final 928,Villa El Salvador,cliente_final,-12.192311,-76.952901,1,11,16,5
929,Cliente Final 929,Villa María,cliente_final,-12.178554,-76.918529,3,11,18,2
930,Punto Reparto 930,Santa Anita,punto_reparto,-12.036314,-76.937843,26,10,14,5
931,Hub Distribución 931,Carabayllo,hub_distribución,-11.892023,-77.03315,48,8,14,1
932,Cliente Final 932,San Miguel,cliente_final,-12.098246,-77.080583,10,11,14,3
933,Cliente Final 933,Chorrillos,cliente_final,-12.185495,-77.00787,6,9,20,5
934,Punto Reparto 934,La Molina,punto_reparto,-12.061315,-76.921593,10,9,16,5
935,Punto Reparto 935,Comas,punto_reparto,-11.916135,-77.037134,13,9,14,2
936,Punto Reparto 936,Lima Cercado,punto_reparto,-12.046455,-77.020183,30,8,20,5
937,Punto Reparto 937,Barranco,punto_reparto,-12.138269,-77.01337,14,8,18,1
938,Punto Reparto 938,Chorrillos,punto_reparto,-12.166746,-77.008919,28,11,18,3
939,Punto Reparto 939,La Molina,punto_reparto,-12.107895,-76.969148,26,9,14,3
940,Hub Distribución 940,Pueblo Libre,hub_distribución,-12.05339,-77.075266,38,9,18,4
941,Cliente Final 941,Pachacámac,cliente_final,-12.245896,-76.880917,6,10,16,5
942,Punto Reparto 942,San Miguel,punto_reparto,-12.065457,-77.10693,16,10,20,2
943,Cliente Final 943,Miraflores,cliente_final,-12.142642,-77.029155,6,9,16,4
