origen,destino,distancia_km,tiempo_min,costo_sol,tipo_via,congestion
691,1303,1.5398,7.3,2.16,avenida,baja
692,419,0.0551,2.57,0.58,carretera,media
692,39,0.1016,1.84,0.89,vía_expresa,media
692,1046,0.1399,3.55,1.66,carretera,baja
692,375,0.3315,5.09,1.64,jirón,media
692,838,0.4147,2.0,1.79,vía_expresa,baja
692,373,0.4188,2.37,2.31,carretera,media
693,133,0.4243,5.59,1.85,carretera,media
693,621,0.4954,5.92,1.81,jirón,baja
693,121,0.5557,3.39,2.09,carretera,alta
693,38,0.64,3.42,1.54,avenida,baja
693,1334,0.6923,4.61,2.03,avenida,alta
693,825,0.7831,4.76,1.75,carretera,alta
694,1117,0.2174,2.28,2.01,carretera,media
694,82,0.3702,3.33,1.42,jirón,alta
694,1194,0.6302,5.44,1.59,avenida,media
694,753,0.7536,4.97,1.22,vía_expresa,media
694,1351,0.8719,2.79,2.7,vía_expresa,baja
694,1216,0.8876,6.02,2.51,carretera,alta
695,731,0.3494,3.39,1.47,carretera,media
695,1472,0.6373,5.73,1.27,vía_expresa,media
695,850,0.8289,2.72,1.5,avenida,media
695,520,1.0749,5.17,1.45,carretera,baja
695,1302,1.1078,5.94,1.54,jirón,alta
695,194,1.2149,6.33,2.96,vía_expresa,media
696,302,0.2114,4.66,1.15,avenida,media
696,699,0.4227,3.95,1.72,carretera,baja
696,558,0.4486,2.61,1.33,jirón,baja
696,1069,0.5198,4.4,1.4,carretera,baja
696,1034,0.5908,5.02,2.46,carretera,baja
696,183,0.8084,3.01,2.4,vía_expresa,alta
697,50,0.3683,1.95,1.9,avenida,alta
697,84,0.8809,6.5,1.37,vía_expresa,media
697,865,1.1141,7.09,2.85,vía_expresa,alta
697,366,1.3003,4.46,2.1,avenida,alta
697,1123,1.5024,4.95,3.1,vía_expresa,media
697,562,1.5585,6.63,2.66,vía_expresa,alta
698,509,0.1249,5.07,1.17,vía_expresa,baja
698,436,0.3144,4.72,2.22,vía_expresa,media
698,195,0.5058,5.22,1.06,carretera,baja
698,1165,0.5687,5.56,2.19,avenida,alta
698,1417,0.5749,2.89,1.03,carretera,media
698,1499,0.6706,4.3,1.4,jirón,alta
699,1034,0.1977,4.22,1.72,jirón,alta
699,696,0.4227,2.38,1.71,vía_expresa,media
699,302,0.5458,3.13,1.24,jirón,media
699,350,0.6885,3.34,1.33,vía_expresa,media
699,558,0.7929,4.09,2.46,jirón,media
699,1069,0.8353,3.33,1.92,jirón,alta
700,791,0.0544,4.84,0.79,carretera,alta
700,740,0.2209,2.0,0.89,jirón,baja
700,310,0.3999,4.1,1.22,avenida,baja
700,412,0.4305,3.55,1.15,jirón,alta
700,180,0.4529,3.02,1.09,carretera,media
700,402,0.4737,4.59,1.81,jirón,alta
701,1298,0.2608,1.56,1.73,carretera,media
701,101,0.4891,5.43,1.41,carretera,alta
701,476,0.5144,3.4,2.28,avenida,media
701,836,1.0002,4.29,2.2,avenida,baja
701,1450,1.1678,5.54,1.82,avenida,baja
701,1188,1.3714,6.61,2.26,carretera,baja
702,1495,0.2487,2.35,0.94,vía_expresa,alta
702,327,0.3806,4.66,1.05,jirón,media
702,1067,0.4062,3.61,1.55,jirón,baja
702,433,0.439,3.53,1.96,avenida,media
702,374,0.526,3.66,1.4,vía_expresa,baja
702,1397,0.6085,5.92,1.68,jirón,alta
703,921,0.2384,2.92,1.06,avenida,media
703,571,0.3977,4.25,1.09,carretera,baja
703,925,0.5407,4.6,1.09,avenida,alta
703,966,0.5934,4.08,2.07,avenida,baja
703,1433,0.637,5.87,1.45,vía_expresa,media
703,1084,0.6469,5.42,1.6,jirón,media
704,667,0.3553,3.52,1.01,avenida,media
704,363,0.3742,5.07,0.84,avenida,baja
704,826,0.6353,5.1,1.33,carretera,alta
704,1128,0.8408,6.07,2.43,vía_expresa,media
704,104,0.959,6.7,2.41,carretera,alta
704,247,1.0289,4.85,1.85,vía_expresa,alta
705,27,0.404,4.15,1.0,jirón,alta
705,1331,0.6282,5.05,1.89,vía_expresa,alta
705,1160,0.7191,4.74,1.92,carretera,alta
705,806,0.7669,5.69,1.54,vía_expresa,baja
705,1438,0.7913,4.94,2.1,carretera,media
705,1003,0.8117,2.68,1.61,jirón,baja
706,1394,0.227,4.75,1.86,vía_expresa,media
706,1279,0.3407,2.55,0.99,jirón,alta
706,89,0.4249,2.88,1.43,jirón,baja
706,937,0.5016,2.63,1.75,avenida,alta
706,115,0.6394,5.75,1.2,carretera,alta
706,418,0.686,6.1,1.43,avenida,baja
707,224,0.208,4.22,0.95,vía_expresa,media
707,834,0.3846,4.73,2.31,jirón,baja
707,747,0.3939,5.43,2.06,carretera,media
707,1102,0.4576,3.12,2.13,jirón,media
707,1229,0.534,3.66,1.65,vía_expresa,baja
707,1371,0.5476,5.48,2.13,jirón,baja
708,399,0.4528,2.73,1.67,vía_expresa,baja
708,1112,0.6498,3.62,1.87,carretera,baja
708,88,0.7136,3.98,1.18,avenida,alta
708,965,0.9238,3.65,2.37,carretera,media
708,1247,1.0461,4.32,2.51,carretera,media
708,414,1.5268,4.15,2.82,vía_expresa,alta
709,988,0.0755,2.93,0.97,vía_expresa,baja
709,1395,0.1611,4.86,1.45,avenida,alta
709,556,0.446,5.32,1.55,jirón,media
709,22,0.4552,5.13,0.96,avenida,alta
709,479,0.4601,5.44,1.52,vía_expresa,media
709,1301,0.5161,2.56,1.09,carretera,media
710,159,0.5332,5.67,2.05,vía_expresa,media
710,153,0.6195,3.56,2.02,vía_expresa,media
710,453,0.9096,4.13,2.41,vía_expresa,media
710,560,0.949,3.3,2.76,carretera,media
710,689,0.9854,4.69,1.35,avenida,media
710,1211,1.1396,5.37,1.98,vía_expresa,alta
711,1135,0.1812,4.79,1.09,avenida,media
711,1132,0.3065,1.9,1.33,carretera,media
711,1328,0.3265,2.08,1.04,carretera,media
711,793,0.3311,2.7,1.94,vía_expresa,media
711,1434,0.3983,1.82,2.04,jirón,baja
711,177,0.4196,3.96,2.22,vía_expresa,baja
712,266,0.1077,3.27,0.94,carretera,media
712,1459,0.1292,4.73,1.71,vía_expresa,baja
712,1113,0.2699,5.37,1.34,avenida,alta
712,533,0.2778,2.75,2.14,jirón,baja
712,887,0.3166,3.68,1.39,jirón,baja
712,996,0.4329,5.06,1.37,avenida,alta
713,148,0.465,4.38,1.7,avenida,alta
713,1237,1.0005,6.11,1.77,avenida,baja
713,516,1.0327,4.14,2.25,vía_expresa,alta
713,985,1.033,3.33,2.29,vía_expresa,alta
713,777,1.1225,6.76,1.66,carretera,media
713,215,1.2394,7.44,2.39,avenida,baja
714,345,0.159,2.77,1.55,avenida,media
714,950,0.5006,3.27,0.99,jirón,media
714,1139,0.545,5.1,1.53,vía_expresa,media
714,1155,0.7663,6.48,2.61,avenida,alta
714,798,1.0146,4.32,2.32,jirón,alta
714,1493,1.1188,4.24,1.48,carretera,alta
715,354,0.3727,5.06,1.96,avenida,baja
715,1299,0.4449,4.52,1.53,jirón,alta
715,1073,0.5812,4.63,1.4,avenida,baja
715,1372,0.6038,6.09,1.54,jirón,media
715,450,0.6964,4.48,2.01,avenida,media
715,749,0.7613,3.29,1.62,avenida,baja
716,1148,0.2655,1.92,1.84,vía_expresa,media
716,1023,0.2957,2.73,1.41,carretera,alta
716,964,0.3286,3.12,2.2,carretera,baja
716,1309,0.3847,3.82,1.47,carretera,alta
716,1392,0.4994,4.09,1.16,avenida,alta
716,1121,0.5176,4.12,2.03,carretera,alta
717,289,0.8151,4.71,1.79,carretera,baja
717,723,0.8529,4.99,1.46,jirón,baja
717,1447,0.913,6.71,1.92,carretera,alta
717,1350,0.9525,5.1,2.38,carretera,baja
717,542,0.9694,4.78,2.58,carretera,alta
717,671,0.9947,3.83,2.62,vía_expresa,baja
718,1039,0.4853,4.77,1.49,jirón,alta
718,1311,0.771,3.4,2.61,avenida,media
718,123,0.7759,2.92,2.38,avenida,media
718,613,0.9961,5.16,1.57,jirón,media
718,1048,1.1676,6.63,2.72,carretera,media
718,551,1.1753,5.84,2.39,avenida,media
719,1195,0.1113,4.93,0.95,vía_expresa,alta
719,828,0.5663,2.71,1.96,avenida,media
719,270,0.5942,4.69,2.42,avenida,baja
719,367,0.6516,5.84,1.4,avenida,baja
719,279,0.7124,5.26,2.3,vía_expresa,media
719,1391,0.7301,5.76,2.43,vía_expresa,baja
720,420,0.2784,4.24,1.56,vía_expresa,media
720,81,0.4658,4.26,1.95,avenida,alta
720,788,0.7888,5.74,1.8,carretera,media
720,556,0.8311,3.47,1.99,avenida,media
720,48,0.8624,5.72,1.93,avenida,media
720,1376,0.8633,5.06,1.71,avenida,alta
721,401,0.2245,3.77,1.25,vía_expresa,baja
721,734,0.2708,3.16,1.56,carretera,alta
721,91,0.4547,3.96,1.5,avenida,baja
721,997,0.4989,5.84,1.95,vía_expresa,baja
721,179,0.5571,2.72,1.86,avenida,baja
721,26,0.5614,2.58,1.92,avenida,alta
722,415,0.0517,4.5,1.65,avenida,baja
722,1312,0.2683,5.25,1.7,vía_expresa,alta
722,1213,0.334,4.8,0.93,jirón,baja
722,1200,0.3555,4.31,1.53,vía_expresa,media
722,261,0.3779,4.62,2.1,avenida,baja
722,661,0.5517,2.29,1.85,jirón,media
723,841,0.6686,5.45,1.95,jirón,media
723,717,0.8529,4.92,2.57,jirón,media
723,542,1.0703,6.76,2.18,vía_expresa,alta
723,687,1.2294,4.67,2.9,avenida,baja
723,289,1.2422,6.34,1.62,vía_expresa,media
723,1192,1.2912,5.42,2.52,jirón,baja
724,1482,0.3094,2.97,1.8,avenida,media
724,1147,0.3756,3.52,1.93,jirón,alta
724,684,0.4917,5.58,1.24,carretera,media
724,506,0.5438,3.45,1.03,carretera,media
724,1175,0.6561,5.02,1.11,jirón,alta
724,678,0.6569,2.69,1.78,jirón,alta
725,657,0.0449,2.19,1.77,carretera,baja
725,887,0.4206,3.09,2.33,jirón,baja
725,533,0.5718,6.03,1.45,carretera,media
725,712,0.6239,6.05,2.01,avenida,baja
725,192,0.6352,6.02,2.51,carretera,baja
725,322,0.6632,3.12,1.87,vía_expresa,baja
726,662,0.2074,2.71,1.8,avenida,alta
726,328,0.2109,1.57,1.64,vía_expresa,alta
726,349,0.3516,3.49,0.88,jirón,baja
726,1083,0.3651,4.29,1.26,carretera,media
726,241,0.4256,3.56,1.3,vía_expresa,media
726,642,0.6138,4.53,1.46,jirón,media
727,104,0.3902,4.68,1.47,carretera,baja
727,12,0.6202,2.51,1.35,jirón,alta
727,1128,0.8459,3.97,1.55,vía_expresa,alta
727,223,0.8626,5.37,2.54,carretera,alta
727,1403,0.9504,6.68,1.86,jirón,alta
727,294,1.1399,6.92,2.47,vía_expresa,baja
728,109,0.1027,1.62,1.18,jirón,alta
728,321,0.2119,1.57,1.53,avenida,media
728,262,0.2489,3.73,2.09,carretera,alta
728,999,0.2525,2.16,1.95,jirón,baja
728,416,0.2794,2.76,1.3,carretera,baja
728,1475,0.3086,3.82,1.7,carretera,alta
729,42,0.4878,2.97,1.56,vía_expresa,baja
729,1480,0.644,6.07,2.41,carretera,media
729,1110,0.8474,5.87,2.49,carretera,media
729,466,0.9395,3.59,1.48,carretera,alta
729,108,1.0851,4.3,1.55,vía_expresa,media
729,241,1.1715,6.31,2.88,avenida,media
730,1194,0.6184,2.49,1.03,avenida,baja
730,271,0.6303,5.85,1.15,avenida,media
730,903,0.7515,4.76,1.25,carretera,baja
730,1117,0.915,3.74,2.42,carretera,alta
730,629,0.9854,4.89,2.39,avenida,alta
730,82,0.9879,5.34,2.57,jirón,alta
731,695,0.3494,3.65,1.47,avenida,alta
731,1472,0.9347,6.85,2.18,jirón,alta
731,1123,0.9488,4.52,2.3,jirón,baja
731,1302,1.1047,6.29,1.48,jirón,media
731,850,1.1766,7.2,2.45,avenida,alta
731,194,1.2432,6.39,2.43,jirón,baja
732,481,0.0943,3.42,0.86,vía_expresa,media
732,1323,0.6886,4.22,1.98,vía_expresa,media
732,1041,0.7167,4.09,2.54,avenida,baja
732,158,0.7921,6.57,2.29,jirón,media
732,1305,0.8243,3.34,2.63,avenida,baja
732,1110,1.1111,6.4,2.7,jirón,alta
733,381,0.2019,4.2,1.0,avenida,baja
733,297,0.2776,5.15,1.05,vía_expresa,media
733,751,0.414,4.04,2.19,vía_expresa,media
733,524,0.5251,4.52,0.97,vía_expresa,media
733,709,0.5422,4.54,1.45,carretera,media
733,1164,0.5707,5.4,1.17,carretera,baja
734,91,0.1854,3.84,0.97,carretera,baja
734,721,0.2708,3.37,2.01,carretera,media
734,401,0.3627,5.25,1.02,vía_expresa,baja
734,377,0.4596,2.36,1.47,vía_expresa,baja
734,26,0.5367,3.59,1.06,carretera,alta
734,997,0.5467,5.71,1.54,carretera,media
735,83,0.3702,4.07,1.05,jirón,media
735,1025,0.6115,4.96,1.58,carretera,baja
735,827,0.6376,3.47,1.11,jirón,alta
735,147,0.6385,3.57,2.5,carretera,media
735,1120,0.6788,2.61,2.16,jirón,media
735,1372,0.6879,5.49,2.47,carretera,alta
736,156,0.4763,3.55,1.12,jirón,alta
736,521,0.4892,1.98,1.62,jirón,baja
736,842,0.5195,2.3,2.33,carretera,media
736,635,0.5614,5.05,2.02,carretera,alta
736,1292,0.7104,4.35,1.97,jirón,baja
736,142,0.8396,4.11,1.39,vía_expresa,alta
737,1405,0.1534,3.38,1.51,carretera,baja
737,1322,0.2094,1.67,1.99,avenida,media
737,1366,0.323,1.7,1.26,jirón,media
737,780,0.4149,3.81,1.51,avenida,alta
737,1020,0.4953,2.77,1.97,carretera,alta
737,966,0.6644,2.54,1.21,vía_expresa,baja
738,690,0.1852,1.71,0.97,avenida,media
738,483,0.245,1.86,0.81,jirón,media
738,1410,0.3135,3.55,1.39,avenida,baja
738,149,0.4162,3.78,1.68,vía_expresa,baja
738,1483,0.4615,2.1,1.9,carretera,media
738,252,0.6129,3.43,1.52,vía_expresa,baja
739,1086,0.626,3.88,1.85,avenida,baja
739,1204,0.6585,5.77,2.29,jirón,baja
739,1476,0.7012,6.1,2.18,carretera,media
739,37,0.7369,3.19,2.24,avenida,media
739,619,1.0092,3.15,1.63,avenida,baja
739,1169,1.0294,6.89,2.02,carretera,alta
740,700,0.2209,4.21,1.19,avenida,alta
740,791,0.2209,2.75,1.93,jirón,media
740,180,0.3451,4.65,0.94,jirón,baja
740,1121,0.351,3.32,1.52,avenida,media
740,264,0.3891,2.08,1.31,jirón,baja
740,402,0.5277,2.44,2.24,vía_expresa,baja
741,470,0.5772,2.98,2.1,jirón,baja
741,33,0.7522,3.05,1.34,avenida,baja
741,850,0.8006,6.57,1.53,jirón,baja
741,1472,0.9669,5.59,1.39,vía_expresa,baja
741,196,0.9882,5.6,1.48,avenida,baja
741,520,1.3694,4.19,1.98,carretera,baja
742,990,0.2529,2.4,0.87,jirón,alta
742,26,0.2646,2.23,1.0,vía_expresa,baja
742,997,0.3362,4.86,1.02,carretera,media
742,1368,0.357,5.04,1.42,carretera,media
742,1290,0.357,2.22,1.26,vía_expresa,media
742,1124,0.4012,4.89,1.29,vía_expresa,media
743,423,0.2662,4.7,0.99,vía_expresa,media
743,1240,0.5525,2.88,1.23,avenida,alta
743,1180,0.6126,5.47,2.45,jirón,media
743,1131,0.8693,5.74,2.19,vía_expresa,alta
743,1085,0.9165,6.45,2.51,carretera,alta
743,1150,0.9378,5.17,2.25,carretera,baja
744,691,0.2036,3.89,1.92,carretera,media
744,972,0.8954,6.13,1.4,jirón,media
744,1079,1.3213,7.57,2.23,carretera,alta
744,1028,1.4608,7.31,2.14,vía_expresa,baja
744,292,1.4781,5.44,2.13,avenida,alta
744,1289,1.6454,7.96,2.52,avenida,media
745,191,0.2287,3.35,2.18,jirón,baja
745,1055,0.5985,3.81,1.88,carretera,baja
745,31,0.6837,3.52,1.74,carretera,media
745,771,0.8165,4.37,1.67,jirón,media
745,52,0.8355,3.5,2.08,vía_expresa,baja
745,874,0.8914,5.83,2.58,carretera,alta
746,902,0.2695,2.54,1.16,vía_expresa,media
746,761,0.5714,5.84,1.21,avenida,media
746,1074,1.1975,5.29,1.75,vía_expresa,alta
746,628,1.2877,6.37,2.22,jirón,alta
746,426,1.4525,6.41,3.13,carretera,media
746,586,1.6842,5.22,2.92,vía_expresa,alta
747,1371,0.3223,2.96,1.9,jirón,alta
747,707,0.3939,4.1,1.45,avenida,media
747,224,0.4056,4.73,1.07,vía_expresa,alta
747,1122,0.469,4.49,1.82,avenida,media
747,607,0.5129,2.41,2.23,avenida,baja
747,376,0.5803,3.74,2.17,jirón,alta
748,437,0.2599,3.37,0.76,avenida,media
748,469,0.4452,5.12,1.59,vía_expresa,baja
748,1044,0.4458,3.78,1.13,avenida,baja
748,1386,0.6158,3.33,1.94,vía_expresa,alta
748,597,0.6594,5.93,1.09,jirón,media
748,382,0.8125,5.55,2.05,avenida,baja
749,450,0.2269,5.37,2.16,vía_expresa,baja
749,1299,0.3191,4.01,1.22,vía_expresa,media
749,758,0.6626,3.06,2.03,jirón,alta
749,1073,0.7152,4.74,2.35,jirón,media
749,715,0.7613,5.89,1.59,vía_expresa,baja
749,259,0.895,6.46,1.55,avenida,media
750,582,0.1098,1.77,1.99,carretera,baja
750,522,0.1503,2.16,1.86,carretera,alta
750,413,0.5562,5.5,1.09,avenida,baja
750,806,0.6113,4.79,2.07,vía_expresa,alta
750,1499,0.6913,3.55,1.78,vía_expresa,media
750,1165,0.7001,6.36,1.13,jirón,baja
751,1164,0.2882,2.89,1.65,avenida,baja
751,297,0.303,5.43,0.92,carretera,alta
751,733,0.414,1.94,1.45,jirón,alta
751,381,0.4185,4.24,1.95,avenida,baja
751,524,0.5212,2.82,1.29,carretera,baja
751,1273,0.7796,4.46,2.16,vía_expresa,alta
752,1130,0.1881,4.58,2.1,carretera,alta
752,807,0.1903,4.56,1.08,carretera,baja
752,1226,0.2895,4.49,2.18,vía_expresa,media
752,1485,0.4158,4.23,0.91,carretera,alta
752,458,0.4824,2.33,1.51,carretera,alta
752,412,0.5827,4.78,1.88,avenida,baja
753,1194,0.6195,2.43,1.49,jirón,baja
753,1421,0.6741,2.95,1.92,vía_expresa,media
753,1351,0.6768,6.06,1.68,avenida,alta
753,1117,0.7302,6.32,2.43,avenida,baja
753,694,0.7536,3.68,1.32,jirón,media
753,1198,0.7658,4.54,2.26,carretera,media
754,805,0.5115,4.24,2.27,avenida,baja
754,55,0.7387,3.75,1.24,avenida,alta
754,762,0.7511,4.41,2.62,avenida,media
754,910,0.8234,6.0,2.59,avenida,baja
754,916,1.1408,6.96,2.04,avenida,media
754,1276,1.2416,6.63,1.7,avenida,media
755,115,0.251,1.97,2.03,avenida,alta
755,686,0.2742,4.28,2.12,avenida,baja
755,362,0.3002,2.81,1.45,avenida,baja
755,1070,0.394,5.67,1.62,avenida,media
755,937,0.4104,2.19,1.05,vía_expresa,alta
755,118,0.4769,3.15,1.11,vía_expresa,alta
756,1424,0.5145,2.33,2.33,jirón,media
756,422,0.88,4.67,2.01,vía_expresa,media
756,1426,0.8994,3.98,1.91,avenida,baja
756,1314,1.0713,5.36,2.86,avenida,alta
756,1179,1.0968,5.19,2.35,avenida,alta
756,849,1.1056,7.15,1.62,carretera,baja
757,1333,0.4925,2.98,1.15,carretera,media
757,1257,0.5017,5.51,1.04,jirón,baja
757,536,0.6257,5.93,1.36,avenida,media
757,626,0.6409,4.67,1.69,jirón,media
757,579,0.7228,2.71,1.94,carretera,media
757,806,0.7832,3.24,1.65,vía_expresa,alta
758,450,0.4794,3.21,1.02,jirón,alta
758,749,0.6626,3.78,1.79,avenida,alta
758,1299,0.7316,4.33,1.94,carretera,alta
758,715,1.0508,5.2,2.76,vía_expresa,media
758,1372,1.0709,5.56,2.17,jirón,baja
758,975,1.152,3.43,1.64,carretera,media
759,362,0.4325,3.67,2.28,vía_expresa,baja
759,280,0.5728,3.61,2.15,carretera,baja
759,115,0.6094,5.63,1.29,avenida,media
759,377,0.6622,2.95,1.67,carretera,media
759,919,0.6877,3.84,1.47,avenida,media
759,755,0.7324,2.56,1.19,carretera,alta
760,956,0.1634,5.01,0.81,jirón,baja
760,1062,0.5715,6.09,1.55,vía_expresa,baja
760,909,0.6431,3.33,2.23,vía_expresa,baja
760,1192,0.7674,6.04,1.16,vía_expresa,media
760,542,0.991,5.15,1.43,carretera,baja
760,1268,1.0104,4.96,2.16,avenida,media
761,746,0.5714,3.77,1.27,avenida,baja
761,1074,0.6898,3.78,2.28,jirón,baja
761,902,0.7982,3.51,2.01,jirón,baja
761,628,1.8589,6.94,2.51,carretera,media
761,213,1.9556,6.22,2.4,jirón,media
761,426,2.0224,9.04,3.11,carretera,baja
762,805,0.2905,1.59,0.89,carretera,media
762,754,0.7511,4.92,1.31,carretera,baja
762,55,0.7596,5.34,2.55,carretera,alta
762,1276,0.9413,3.0,2.58,carretera,baja
762,225,1.194,4.66,2.68,vía_expresa,baja
762,825,1.2287,4.12,2.51,jirón,baja
763,1466,0.1322,4.43,1.27,avenida,alta
763,508,0.255,4.31,1.71,vía_expresa,alta
763,949,0.397,5.72,1.74,vía_expresa,alta
763,573,0.5135,2.99,1.13,avenida,baja
763,311,0.6045,2.3,1.46,carretera,alta
763,320,0.6313,6.04,1.4,avenida,alta
764,1451,0.2495,2.83,1.85,avenida,alta
764,1250,0.3236,2.7,1.48,vía_expresa,media
764,367,0.3366,2.82,2.11,jirón,alta
764,828,0.5394,2.22,1.09,jirón,baja
764,270,0.5954,3.73,2.14,vía_expresa,alta
764,1205,0.7019,4.97,2.55,jirón,media
765,550,0.4836,4.2,2.07,jirón,baja
765,598,0.754,3.4,2.13,vía_expresa,media
765,649,0.9778,6.68,2.69,vía_expresa,alta
765,939,1.1419,5.59,1.95,carretera,alta
765,460,1.2749,4.84,2.1,vía_expresa,media
765,683,1.3642,6.1,2.12,avenida,alta
766,47,1.1746,6.39,1.78,avenida,media
766,1024,1.1971,5.81,2.16,avenida,alta
766,1221,1.2232,4.64,2.88,vía_expresa,baja
766,1118,1.4909,5.49,2.86,vía_expresa,media
766,325,1.6353,5.95,2.25,vía_expresa,media
766,251,1.6636,5.81,3.25,avenida,media
767,118,0.1252,2.52,1.27,avenida,baja
767,280,0.225,3.12,1.53,carretera,alta
767,686,0.4737,5.54,0.99,carretera,baja
767,301,0.4997,4.54,1.69,jirón,media
767,362,0.5146,4.92,1.86,jirón,alta
767,755,0.5414,4.53,1.56,carretera,media
768,181,0.1962,3.23,1.92,jirón,media
768,315,0.2134,4.64,1.9,carretera,alta
768,472,0.2335,2.2,1.81,carretera,baja
768,427,0.236,2.32,1.47,avenida,media
768,67,0.2585,1.84,1.78,carretera,baja
768,60,0.2745,4.43,1.25,vía_expresa,alta
769,1042,0.3576,2.15,1.61,carretera,media
769,968,0.6162,3.36,2.46,avenida,media
769,141,0.7473,3.19,1.88,vía_expresa,baja
769,1115,1.0166,3.68,1.61,vía_expresa,baja
769,340,1.0924,4.14,2.57,jirón,alta
769,167,1.1544,3.89,2.67,carretera,media
770,308,0.1049,1.94,0.92,avenida,media
770,1457,0.3648,4.29,2.19,jirón,alta
770,1080,0.3983,3.34,0.91,avenida,baja
770,1286,0.62,4.66,1.62,avenida,media
770,608,0.6228,2.88,1.76,jirón,alta
770,1487,0.6684,2.89,1.26,carretera,baja
771,136,0.536,3.7,1.77,jirón,baja
771,1167,0.5586,3.55,1.34,jirón,media
771,40,0.7867,4.1,1.48,avenida,media
771,745,0.8165,3.52,1.38,carretera,baja
771,191,0.8382,6.56,1.39,jirón,alta
771,414,0.8914,3.41,1.33,carretera,baja
772,209,0.1236,1.99,0.67,avenida,alta
772,669,0.2273,3.79,0.85,jirón,alta
772,674,0.2797,2.53,1.3,jirón,media
772,534,0.3432,4.1,0.92,avenida,baja
772,1159,0.3713,1.98,0.85,carretera,media
772,1487,0.4478,2.29,1.1,carretera,media
773,220,0.5266,4.92,1.96,vía_expresa,baja
773,256,0.6062,4.27,1.57,carretera,baja
773,624,0.6407,5.19,1.91,jirón,baja
773,590,0.7189,2.44,2.3,carretera,alta
773,986,0.9373,6.09,1.62,jirón,baja
773,248,0.995,6.84,2.32,vía_expresa,media
774,1338,0.3278,5.32,1.58,avenida,media
774,789,0.3297,2.99,1.21,carretera,baja
774,1050,0.354,3.48,1.97,avenida,alta
774,782,0.4861,3.16,2.05,jirón,alta
774,1251,0.5058,4.47,2.3,avenida,alta
774,1360,0.6255,4.06,1.78,vía_expresa,alta
775,122,0.4589,3.63,0.98,jirón,alta
775,300,0.9117,4.71,2.62,vía_expresa,baja
775,616,1.0261,3.55,2.55,jirón,alta
775,627,1.1033,3.55,2.49,carretera,media
775,1470,1.1743,5.54,2.11,avenida,alta
775,94,1.4875,6.47,2.0,jirón,baja
776,1093,0.298,4.3,1.34,vía_expresa,baja
776,1378,0.305,3.16,2.0,vía_expresa,baja
776,592,0.3583,3.06,1.01,jirón,alta
776,468,0.4371,3.82,1.68,jirón,baja
776,976,0.4396,5.36,1.44,carretera,alta
776,1193,0.468,3.99,1.52,vía_expresa,baja
777,516,0.1831,1.7,1.92,carretera,baja
777,569,0.8744,2.84,1.29,jirón,media
777,713,1.1225,6.57,2.61,jirón,alta
777,1014,1.1292,6.27,2.31,jirón,baja
777,1010,1.2724,6.36,1.69,jirón,media
777,148,1.4058,5.56,2.59,vía_expresa,media
778,386,0.1485,3.75,0.82,vía_expresa,alta
778,1469,0.1564,4.17,0.79,jirón,alta
778,253,0.6976,4.38,1.61,avenida,media
778,306,0.7222,6.03,2.49,jirón,baja
778,98,0.7557,2.89,2.31,avenida,media
778,464,0.8005,5.82,1.43,vía_expresa,media
779,94,0.1514,2.47,1.28,jirón,media
779,155,0.8962,3.05,1.48,jirón,media
779,518,0.927,4.12,1.81,jirón,media
779,1207,0.9805,6.76,1.88,vía_expresa,media
779,300,1.0329,6.79,1.96,vía_expresa,media
779,122,1.1907,4.42,2.17,carretera,alta
780,1366,0.1477,3.0,0.87,carretera,alta
780,1322,0.2853,3.04,0.92,carretera,media
780,1020,0.3005,4.1,1.23,vía_expresa,alta
780,737,0.4149,2.35,1.7,carretera,media
780,1405,0.415,3.97,1.35,avenida,baja
780,636,0.6409,5.56,1.13,vía_expresa,baja
781,810,0.1213,4.25,1.92,vía_expresa,baja
781,811,0.3839,4.16,1.17,carretera,alta
781,1045,0.3953,1.88,1.5,jirón,media
781,1181,0.4243,4.59,1.26,jirón,baja
781,128,0.5783,2.68,1.16,vía_expresa,alta
781,1119,0.6701,3.83,1.08,jirón,baja
782,1384,0.1884,2.55,1.4,avenida,media
782,105,0.2732,5.19,2.19,vía_expresa,baja
782,53,0.2774,3.05,2.03,carretera,alta
782,774,0.4861,4.59,1.6,jirón,baja
782,1251,0.4954,4.59,1.72,avenida,media
782,1338,0.592,4.0,2.02,jirón,baja
783,826,1.0708,3.91,2.38,jirón,alta
783,1424,1.1672,3.56,2.34,carretera,media
783,1128,1.3289,3.91,3.01,vía_expresa,media
783,1314,1.3845,6.83,2.34,vía_expresa,baja
783,756,1.4319,5.49,2.05,jirón,alta
783,1426,1.4793,5.66,1.76,avenida,baja
784,900,0.7528,6.04,2.38,avenida,baja
784,490,0.7774,6.12,2.24,carretera,alta
784,530,0.7779,6.23,1.35,carretera,alta
784,1169,0.8329,3.48,2.7,jirón,media
784,619,0.8627,6.12,2.25,vía_expresa,baja
784,1086,1.2329,7.25,2.31,vía_expresa,media
785,860,0.0761,4.05,1.52,jirón,media
785,570,0.3987,1.83,1.34,carretera,alta
785,1111,0.4189,5.51,2.19,jirón,baja
785,909,0.6995,4.65,1.65,vía_expresa,media
785,1006,0.7074,4.69,2.35,avenida,baja
785,970,0.7077,3.0,2.03,avenida,alta
786,189,0.1806,5.08,1.21,avenida,baja
786,1430,0.3434,2.12,1.29,vía_expresa,baja
